FZ,C3,CZ,C4,PZ,PO7,OZ,PO8,Counter,Validation,Label
-44594.7734375,-5077.6015625,2371.430908203125,-613.5106811523438,-575.7809448242188,-154775.109375,-246779.71875,-292771.125,67000.0,1.0,0
-43495.15625,-4574.7763671875,-2349.97314453125,-1295.2388916015625,-1577.7650146484375,-153895.515625,-246607.171875,-293214.40625,67001.0,1.0,0
-44012.28515625,-4759.40185546875,-3395.408935546875,-829.8756103515625,-982.3145141601562,-153872.453125,-246573.90625,-293140.28125,67002.0,1.0,0
-45377.3515625,-5797.95361328125,-93.78792572021484,115.96085357666016,242.73995971679688,-154691.25,-246722.328125,-292689.125,67003.0,1.0,0
-45770.921875,-6659.30029296875,2879.6201171875,286.1917419433594,427.45477294921875,-155266.21875,-246862.6875,-292469.09375,67004.0,1.0,0
-44658.51953125,-6453.1279296875,1069.6651611328125,-569.1648559570312,-687.271484375,-154800.953125,-246806.71875,-292793.375,67005.0,1.0,0
-43546.921875,-5807.162109375,-3515.482421875,-1292.3779296875,-1638.2935791015625,-153916.4375,-246634.96875,-293239.625,67006.0,1.0,0
-44047.421875,-5880.47607421875,-4513.6220703125,-755.8466186523438,-1011.2823486328125,-153884.25,-246599.390625,-293171.125,67007.0,1.0,0
-45409.8046875,-6640.79296875,-975.3407592773438,592.2318725585938,338.4054260253906,-154696.875,-246745.75,-292720.78125,67008.0,1.0,0
-45816.33984375,-6818.712890625,2722.7109375,1193.583251953125,849.0980834960938,-155279.71875,-246886.734375,-292494.9375,67009.0,1.0,0
-44713.4140625,-6294.162109375,1287.818115234375,29.057270050048828,-112.295166015625,-154824.640625,-246832.65625,-292814.84375,67010.0,1.0,0
-43593.59375,-5742.69970703125,-3388.614013671875,-855.08837890625,-1115.5308837890625,-153932.890625,-246660.1875,-293263.46875,67011.0,1.0,0
-44077.1953125,-5930.81201171875,-4567.4453125,-394.6424255371094,-563.6216430664062,-153892.84375,-246621.734375,-293200.09375,67012.0,1.0,0
-45438.86328125,-6690.05615234375,-1065.5523681640625,1106.5902099609375,786.6026000976562,-154700.8125,-246767.109375,-292750.8125,67013.0,1.0,0
-45866.40625,-6829.53125,2726.555419921875,1713.57421875,1337.6177978515625,-155294.921875,-246912.21875,-292520.875,67014.0,1.0,0
-44769.83203125,-6226.48095703125,1417.81591796875,615.656494140625,418.5140686035156,-154848.15625,-246858.21875,-292836.65625,67015.0,1.0,0
-43633.109375,-5760.6708984375,-3355.8017578125,-572.2047119140625,-641.137451171875,-153946.9375,-246681.375,-293283.15625,67016.0,1.0,0
-44106.4296875,-6160.587890625,-4798.115234375,-83.6849365234375,-198.3940887451172,-153902.140625,-246642.921875,-293227.375,67017.0,1.0,0
