FZ,C3,CZ,C4,PZ,PO7,OZ,PO8,Counter,Validation
152318.921875,152519.546875,152690.046875,152828.1875,152658.3125,152704.890625,152910.703125,152719.546875,4908.0,1.0
152318.921875,152519.546875,152690.046875,152828.1875,152658.3125,152704.890625,152910.703125,152719.546875,4909.0,0.0
148437.578125,148636.25,148809.34375,148944.4375,148776.265625,148821.3125,149026.953125,148836.96875,4910.0,1.0
148437.578125,148636.25,148809.34375,148944.4375,148776.265625,148821.3125,149026.953125,148836.96875,4911.0,0.0
155576.109375,155777.890625,155946.609375,156087.0625,155915.9375,155963.78125,156169.859375,155977.453125,4912.0,1.0
155576.109375,155777.890625,155946.609375,156087.0625,155915.9375,155963.78125,156169.859375,155977.453125,4913.0,0.0
148062.796875,148261.09375,148434.640625,148569.28125,148401.375,148446.078125,148651.453125,148461.8125,4914.0,1.0
148062.796875,148261.09375,148434.640625,148569.28125,148401.375,148446.078125,148651.453125,148461.8125,4915.0,0.0
153090.5,153291.21875,153461.359375,153600.65625,153430.0625,153477.015625,153682.5625,153491.3125,4916.0,1.0
153090.5,153291.21875,153461.359375,153600.65625,153430.0625,153477.015625,153682.5625,153491.3125,4917.0,0.0
152552.265625,152753.078125,152923.671875,153062.15625,152892.109375,152938.421875,153144.421875,152953.265625,4918.0,1.0
152552.265625,152753.078125,152923.671875,153062.15625,152892.109375,152938.421875,153144.421875,152953.265625,4919.0,0.0
148485.0625,148683.90625,148857.0,148992.4375,148824.265625,148869.0625,149074.25,148884.984375,4920.0,1.0
