EEG 1,EEG 2,EEG 3,EEG 4,EEG 5,EEG 6,EEG 7,EEG 8,Accelerometer X,Accelerometer Y,Accelerometer Z,Gyroscope X,Gyroscope Y,Gyroscope Z,Battery Level,Counter,Validation Indicator
-1.611,0.332,-5.493,-4.155,-8.309,-5.940,-4.965,-6.174,-0.122,0.920,-0.412,-1.251,-0.580,0.671,80.000,8643.000,1.000
-1.449,1.936,-6.249,-4.595,-8.078,-4.543,-5.418,-5.607,-0.122,0.920,-0.410,-1.190,-0.488,0.580,80.000,8644.000,1.000
-0.949,4.008,-6.624,-4.745,-7.345,-3.184,-5.656,-4.512,-0.122,0.919,-0.413,-1.282,-0.397,0.549,80.000,8645.000,1.000
-0.377,5.970,-6.636,-4.729,-6.130,-1.989,-5.848,-3.140,-0.123,0.919,-0.413,-1.129,-0.275,0.519,80.000,8646.000,1.000
0.023,7.225,-6.464,-4.700,-4.641,-1.081,-6.088,-1.889,-0.121,0.922,-0.413,-1.007,-0.183,0.488,80.000,8647.000,1.000
0.073,7.423,-6.346,-4.858,-3.258,-0.519,-6.360,-1.193,-0.121,0.921,-0.411,-1.038,-0.122,0.336,80.000,8648.000,1.000
-0.204,6.599,-6.378,-5.347,-2.285,-0.162,-6.540,-1.305,-0.121,0.921,-0.414,-0.854,-0.031,0.366,80.000,8649.000,1.000
-0.580,5.089,-6.481,-6.113,-1.763,0.190,-6.520,-2.172,-0.122,0.923,-0.414,-0.793,0.183,0.305,80.000,8650.000,1.000
-0.828,3.263,-6.562,-6.896,-1.515,0.534,-6.363,-3.423,-0.123,0.924,-0.413,-0.854,0.244,0.305,80.000,8651.000,1.000
-0.893,1.344,-6.611,-7.367,-1.241,0.699,-6.246,-4.502,-0.124,0.922,-0.412,-0.916,0.244,0.275,80.000,8652.000,1.000
-0.816,-0.486,-6.606,-7.230,-0.640,0.582,-6.251,-4.931,-0.125,0.924,-0.415,-0.824,0.275,0.153,80.000,8653.000,1.000
-0.588,-1.996,-6.400,-6.309,0.456,0.196,-6.288,-4.549,-0.125,0.923,-0.416,-0.916,0.336,-0.031,80.000,8654.000,1.000
-0.177,-3.017,-5.792,-4.616,1.942,-0.388,-6.222,-3.572,-0.125,0.923,-0.411,-0.854,0.275,-0.061,80.000,8655.000,1.000
0.284,-3.622,-4.754,-2.398,3.409,-1.044,-6.056,-2.456,-0.126,0.923,-0.413,-0.885,0.305,-0.092,80.000,8656.000,1.000
0.406,-4.124,-3.580,-0.117,4.269,-1.684,-5.947,-1.648,-0.126,0.924,-0.414,-0.854,0.275,-0.122,80.000,8657.000,1.000
-0.091,-4.804,-2.649,1.755,4.128,-2.313,-6.005,-1.296,-0.126,0.924,-0.415,-0.763,0.366,-0.183,80.000,8658.000,1.000
-0.934,-5.626,-2.036,3.040,3.138,-2.887,-6.119,-1.127,-0.128,0.925,-0.417,-0.854,0.366,-0.122,80.000,8659.000,1.000
-1.471,-6.300,-1.532,3.844,1.859,-3.287,-6.110,-0.746,-0.128,0.924,-0.417,-0.946,0.336,-0.122,80.000,8660.000,1.000
-1.322,-6.602,-1.026,4.217,0.744,-3.548,-6.039,-0.158,-0.131,0.924,-0.416,-0.793,0.244,-0.122,80.000,8661.000,1.000
-0.747,-6.655,-0.715,3.935,-0.236,-4.027,-6.347,0.021,-0.132,0.925,-0.415,-0.824,0.153,-0.153,80.000,8662.000,1.000
-0.335,-6.827,-0.878,2.776,-1.434,-5.163,-7.564,-0.969,-0.131,0.924,-0.416,-0.702,0.122,-0.031,80.000,8663.000,1.000
-0.340,-7.191,-1.406,1.015,-2.948,-6.886,-9.619,-3.170,-0.132,0.927,-0.417,-0.732,0.061,0.000,80.000,8664.000,1.000
-0.378,-7.193,-1.657,-0.527,-4.276,-8.363,-11.472,-5.584,-0.133,0.928,-0.413,-0.671,0.031,0.061,80.000,8665.000,1.000
0.041,-6.243,-1.094,-1.129,-4.733,-8.679,-11.870,-6.985,-0.131,0.929,-0.416,-0.793,0.000,0.214,80.000,8666.000,1.000
0.761,-4.578,-0.073,-0.890,-4.225,-7.855,-10.643,-7.060,-0.131,0.927,-0.417,-0.763,-0.183,0.275,80.000,8667.000,1.000
1.051,-3.153,0.424,-0.578,-3.353,-6.841,-8.878,-6.513,-0.132,0.927,-0.416,-0.854,-0.244,0.214,80.000,8668.000,1.000
0.416,-2.652,-0.096,-0.750,-2.730,-6.453,-7.781,-6.125,-0.133,0.928,-0.417,-0.854,-0.336,0.366,80.000,8669.000,1.000
-0.794,-2.770,-1.104,-1.199,-2.398,-6.539,-7.631,-5.980,-0.133,0.928,-0.415,-0.854,-0.397,0.427,80.000,8670.000,1.000
-1.642,-2.504,-1.612,-1.267,-1.980,-6.225,-7.840,-5.591,-0.134,0.926,-0.415,-0.793,-0.458,0.488,80.000,8671.000,1.000
-1.493,-1.215,-1.165,-0.621,-1.279,-4.909,-7.774,-4.651,-0.134,0.927,-0.415,-0.885,-0.488,0.519,80.000,8672.000,1.000
-0.634,0.661,-0.284,0.414,-0.597,-2.943,-7.408,-3.496,-0.133,0.926,-0.418,-0.946,-0.580,0.580,80.000,8673.000,1.000
0.120,2.063,0.153,1.323,-0.346,-1.274,-7.114,-2.732,-0.133,0.925,-0.413,-0.916,-0.641,0.488,80.000,8674.000,1.000
0.414,2.419,0.043,2.146,-0.329,-0.384,-6.905,-2.403,-0.133,0.925,-0.413,-0.793,-0.763,0.549,80.000,8675.000,1.000
0.854,2.266,0.459,3.664,0.402,0.283,-6.122,-1.660,-0.132,0.923,-0.414,-0.763,-0.824,0.610,80.000,8676.000,1.000
