Time,FZ,C3,CZ,C4,PZ,PO7,OZ,PO8
208180.140625,303212.96875,313624.59375,277915.25,683055.5,219868.578125,209931.53125,216212.375,-0.2109375
207892.78125,302477.78125,312560.90625,277567.65625,682116.375,219793.46875,209670.109375,215849.828125,-0.212890625
207890.71875,302092.6875,312353.3125,277623.0625,681886.25,219818.0625,209662.59375,215888.71875,-0.214111328125
208196.859375,302591.3125,313282.5,278002.34375,682534.9375,219914.0,209916.328125,216288.28125,-0.2138671875
208399.625,303303.8125,314096.75,278184.8125,683329.1875,219962.984375,210086.375,216512.78125,-0.211669921875
208218.765625,303225.84375,313625.65625,277910.53125,683074.0625,219901.21875,209938.140625,216248.125,-0.208251953125
207924.25,302495.90625,312565.375,277576.59375,682136.9375,219814.125,209689.5,215873.25,-0.209228515625
207910.75,302118.25,312368.59375,277636.21875,681890.0,219812.703125,209675.015625,215895.78125,-0.211669921875
208207.21875,302630.46875,313320.0625,278019.59375,682534.9375,219899.25,209914.359375,216285.234375,-0.214111328125
208408.921875,303356.8125,314150.03125,278213.78125,683332.5625,219954.40625,210082.984375,216512.953125,-0.212890625
208226.09375,303286.0,313686.0,277940.46875,683070.75,219897.359375,209944.9375,216253.578125,-0.212646484375
207924.703125,302537.9375,312600.96875,277588.375,682123.6875,219814.578125,209699.78125,215878.609375,-0.21044921875
207912.265625,302144.5625,312389.15625,277641.84375,681878.0625,219821.8125,209688.078125,215903.921875,-0.2119140625
208212.328125,302650.15625,313344.375,278022.90625,682538.5625,219913.1875,209930.984375,216300.796875,-0.2109375
208419.65625,303361.75,314181.59375,278213.78125,683350.0,219967.1875,210100.859375,216535.3125,-0.212158203125
208233.953125,303273.03125,313713.71875,277936.4375,683088.625,219893.171875,209951.203125,216271.640625,-0.21337890625
207924.515625,302535.4375,312623.40625,277586.59375,682139.125,219795.265625,209697.734375,215884.15625,-0.21142578125
207905.296875,302149.28125,312399.53125,277638.4375,681885.125,219808.046875,209685.296875,215896.765625,-0.211669921875
208198.109375,302650.78125,313333.84375,278020.03125,682516.5625,219908.0,209925.71875,216278.796875,-0.21044921875
208402.578125,303368.1875,314164.875,278219.5,683312.4375,219961.296875,210095.40625,216505.625,-0.208740234375
208229.75,303307.8125,313721.15625,277951.1875,683077.0625,219887.265625,209954.328125,216248.3125,-0.210693359375
207933.1875,302579.25,312651.5625,277604.125,682144.3125,219792.140625,209709.796875,215871.640625,-0.21337890625
207911.015625,302176.375,312415.53125,277643.28125,681886.75,219796.421875,209687.984375,215884.15625,-0.21435546875
208199.625,302663.5625,313332.40625,278009.75,682514.8125,219894.5,209920.4375,216269.765625,-0.2109375
208406.609375,303381.03125,314166.03125,278203.0625,683316.0,219952.796875,210090.84375,216508.21875,-0.21142578125
208234.140625,303319.34375,313722.46875,277936.71875,683078.75,219893.4375,209952.0,216255.640625,-0.211181640625
207934.171875,302577.46875,312629.9375,277593.84375,682136.75,219806.890625,209698.625,215869.21875,-0.20947265625
207907.4375,302157.15625,312375.5625,277646.3125,681869.0625,219809.84375,209674.65625,215873.96875,-0.207763671875
208198.46875,302635.75,313302.28125,278036.75,682499.5625,219900.765625,209915.25,216258.953125,-0.20947265625
208414.46875,303372.46875,314163.4375,278249.1875,683319.125,219961.5625,210096.84375,216499.359375,-0.208251953125
208237.890625,303320.15625,313728.125,277977.84375,683093.9375,219897.28125,209957.09375,216242.59375,-0.212646484375
207927.203125,302582.90625,312633.96875,277614.75,682149.0,219806.703125,209706.578125,215856.625,-0.2119140625
207886.96875,302151.0625,312354.90625,277634.59375,681856.5625,219806.890625,209674.21875,215846.515625,-0.210205078125
208170.75,302614.5625,313247.8125,278000.28125,682464.0625,219903.453125,209905.234375,216217.28125,-0.209716796875
208385.859375,303335.90625,314092.1875,278211.1875,683281.625,219965.671875,210083.25,216455.46875,-0.207275390625
208222.328125,303292.25,313671.6875,277967.03125,683085.5,219909.796875,209954.6875,216210.578125,-0.2060546875
207913.703125,302546.0,312574.0625,277625.03125,682147.8125,219822.171875,209704.34375,215819.609375,-0.206298828125
207881.875,302109.59375,312284.90625,277670.1875,681866.3125,219833.265625,209679.9375,215811.28125,-0.2060546875
208171.015625,302568.78125,313171.03125,278049.71875,682469.3125,219928.65625,209911.765625,216186.890625,-0.2060546875
208389.4375,303300.59375,314019.9375,278256.4375,683278.4375,219981.859375,210087.984375,216430.15625,-0.207275390625
208217.0625,303266.25,313598.65625,277986.96875,683062.4375,219909.34375,209949.765625,216175.890625,-0.206787109375
207905.03125,302529.71875,312495.8125,277623.53125,682116.0,219815.828125,209699.515625,215786.34375,-0.2099609375
207863.546875,302099.84375,312203.71875,277648.5625,681840.375,219820.125,209672.34375,215779.28125,-0.208251953125
208141.515625,302556.09375,313086.96875,278019.40625,682439.1875,219911.046875,209901.484375,216153.984375,-0.209228515625
208355.28125,303287.96875,313945.09375,278234.15625,683257.375,219962.90625,210076.09375,216397.171875,-0.20849609375
208190.5,303257.03125,313544.28125,277993.3125,683079.0625,219902.640625,209949.5,216158.71875,-0.208251953125
207874.265625,302513.875,312438.78125,277639.25,682137.375,219803.9375,209695.046875,215762.203125,-0.206787109375
207826.796875,302053.875,312128.96875,277663.65625,681843.6875,219799.375,209657.5,215746.296875,-0.208984375
208106.640625,302486.8125,313007.9375,278031.75,682442.75,219887.171875,209885.84375,216120.453125,-0.20751953125
208328.28125,303206.6875,313877.96875,278240.4375,683275.0,219943.5,210066.265625,216371.78125,-0.20849609375
208174.59375,303186.9375,313499.6875,277988.75,683122.0,219889.5,209944.9375,216144.328125,-0.20751953125
207862.203125,302445.3125,312402.3125,277619.125,682191.0,219797.40625,209692.28125,215755.953125,-0.209716796875
207810.25,301976.71875,312080.4375,277627.28125,681872.0,219790.875,209650.078125,215734.40625,-0.209228515625
208091.171875,302404.0,312954.9375,278001.1875,682464.0625,219884.484375,209880.921875,216109.453125,-0.2080078125
208321.21875,303146.4375,313840.3125,278230.78125,683289.375,219946.1875,210067.34375,216369.8125,-0.20947265625
208169.671875,303152.53125,313471.0625,277991.0625,683111.75,219890.03125,209946.1875,216141.109375,-0.207275390625
207851.03125,302427.6875,312372.25,277627.28125,682155.875,219790.96875,209688.078125,215746.828125,-0.20703125
207790.40625,301966.8125,312043.34375,277635.3125,681815.6875,219782.390625,209642.203125,215723.84375,-0.207763671875
208067.484375,302405.0,312915.21875,278001.09375,682387.0,219873.40625,209870.640625,216101.0625,-0.2080078125
208293.765625,303152.53125,313807.25,278217.625,683211.125,219933.3125,210057.59375,216363.375,-0.20849609375
208140.265625,303155.03125,313449.71875,277967.28125,683072.375,219874.828125,209935.109375,216136.375,-0.20947265625
207835.203125,302443.875,312362.96875,277603.21875,682145.25,219783.734375,209684.765625,215751.203125,-0.20947265625
207781.46875,301980.65625,312029.375,277611.375,681826.875,219778.984375,209641.84375,215728.59375,-0.20947265625
208060.15625,302405.25,312895.1875,277982.03125,682410.0625,219875.28125,209872.515625,216106.515625,-0.209716796875
208292.25,303143.65625,313799.1875,278214.9375,683255.6875,219940.28125,210067.421875,216376.96875,-0.20849609375
208145.984375,303154.3125,313458.90625,277978.65625,683136.375,219886.09375,209954.328125,216161.40625,-0.210693359375
207826.53125,302424.21875,312354.28125,277604.46875,682198.1875,219785.078125,209692.546875,215762.46875,-0.20849609375
207762.609375,301934.875,311998.53125,277603.5,681849.3125,219777.203125,209643.1875,215730.375,-0.20849609375
208040.484375,302351.875,312855.15625,277967.46875,682430.6875,219870.546875,209870.90625,216103.5625,-0.208984375
208275.703125,303102.53125,313763.78125,278196.34375,683276.9375,219936.96875,210063.3125,216375.53125,-0.208984375
208133.015625,303118.71875,313432.28125,277958.15625,683146.9375,219883.15625,209951.5625,216159.96875,-0.208984375
207813.46875,302388.09375,312327.28125,277583.65625,682205.3125,219786.765625,209692.984375,215761.21875,-0.2099609375
207746.78125,301905.75,311957.3125,277575.34375,681838.5,219772.28125,209634.421875,215720.09375,-0.2099609375
208024.03125,302321.5625,312800.25,277937.6875,682393.3125,219863.921875,209857.234375,216086.75,-0.211181640625
208262.390625,303072.875,313712.65625,278174.625,683229.8125,219930.359375,210052.140625,216358.109375,-0.2109375
208120.59375,303103.71875,313394.71875,277946.0,683122.0,219875.1875,209943.0625,216151.484375,-0.210205078125
207808.015625,302385.21875,312297.0625,277574.25,682186.375,219778.28125,209686.015625,215755.59375,-0.209716796875
207748.828125,301906.90625,311927.375,277571.40625,681834.75,219770.40625,209634.609375,215717.953125,-0.208251953125
208024.828125,302321.65625,312771.46875,277934.65625,682393.4375,219859.453125,209858.484375,216086.9375,-0.208740234375
208268.203125,303080.1875,313696.75,278177.65625,683239.75,219925.171875,210057.6875,216368.296875,-0.207763671875
208137.125,303130.25,313398.5625,277957.0,683147.5,219874.75,209953.609375,216166.859375,-0.209716796875
207820.8125,302416.25,312304.65625,277585.4375,682215.625,219778.453125,209694.0625,215771.59375,-0.21240234375
207740.15625,301903.15625,311910.46875,277564.0625,681833.5625,219762.8125,209630.21875,215719.203125,-0.21044921875
208010.625,302295.90625,312739.71875,277922.125,682384.8125,219851.859375,209853.65625,216085.59375,-0.209716796875
208259.890625,303057.5625,313675.8125,278172.3125,683244.9375,219923.46875,210060.625,216374.109375,-0.208740234375
208127.5625,303105.75,313383.53125,277948.78125,683153.5625,219871.171875,209954.953125,216172.046875,-0.208984375
207809.0,302382.71875,312280.53125,277573.8125,682217.375,219773.359375,209694.953125,215770.703125,-0.2109375
207738.546875,301880.53125,311889.0,277562.46875,681835.625,219763.25,209639.078125,215724.65625,-0.2109375
208006.421875,302267.03125,312712.46875,277918.375,682377.0,219847.390625,209853.65625,216083.359375,-0.209716796875
208257.46875,303028.96875,313651.40625,278170.25,683228.5,219917.21875,210054.546875,216370.53125,-0.209716796875
208127.03125,303088.6875,313371.75,277955.21875,683155.25,219865.265625,209950.75,216175.4375,-0.209228515625
207807.84375,302379.25,312270.34375,277577.65625,682215.9375,219772.109375,209690.84375,215774.90625,-0.207275390625
207734.0,301875.625,311860.75,277557.0,681824.875,219764.6875,209629.953125,215724.109375,-0.208984375
208003.828125,302256.5625,312672.5625,277915.6875,682352.6875,219859.28125,209852.046875,216090.859375,-0.20703125
208247.453125,303007.9375,313609.375,278160.0625,683200.6875,219926.78125,210055.796875,216378.484375,-0.207763671875
208121.65625,303078.84375,313344.1875,277939.9375,683151.875,219876.171875,209959.6875,216188.5,-0.2099609375
207799.171875,302366.90625,312243.4375,277555.40625,682217.625,219771.84375,209695.21875,215783.125,-0.20751953125
207715.046875,301844.40625,311822.6875,277529.03125,681814.3125,219753.59375,209626.03125,215721.703125,-0.209716796875
207985.578125,302221.25,312633.40625,277891.90625,682345.5,219844.265625,209845.875,216082.28125,-0.208984375
208236.375,302976.375,313582.28125,278153.0,683202.0,219911.3125,210047.9375,216370.34375,-0.20947265625
208117.8125,303062.65625,313335.8125,277951.46875,683156.625,219866.796875,209955.21875,216186.625,-0.2109375
207798.1875,302368.25,312239.03125,277574.09375,682225.875,219766.203125,209693.703125,215784.90625,-0.211669921875
207711.734375,301851.65625,311810.59375,277544.5625,681817.625,219753.328125,209625.390625,215726.265625,-0.213134765625
207974.40625,302216.4375,312610.09375,277892.71875,682338.625,219843.09375,209840.953125,216086.84375,-0.214599609375
208230.109375,302984.09375,313568.96875,278142.71875,683201.0625,219911.765625,210046.328125,216384.484375,-0.21435546875
208114.78125,303077.78125,313332.21875,277929.46875,683176.0,219862.234375,209954.421875,216204.5,-0.2158203125
207796.671875,302378.78125,312238.96875,277544.65625,682257.0625,219766.03125,209695.765625,215804.40625,-0.21826171875
207710.125,301851.75,311799.875,277510.875,681839.8125,219750.46875,209624.421875,215734.125,-0.216552734375
207971.90625,302209.8125,312590.59375,277867.25,682366.1875,219835.3125,209835.0625,216082.015625,-0.2177734375
208221.0,302962.625,313544.375,278129.03125,683235.75,219900.5,210037.828125,216370.171875,-0.21875
208110.75,303055.96875,313315.15625,277929.03125,683203.375,219856.328125,209948.515625,216185.71875,-0.21435546875
207796.84375,302359.21875,312217.75,277548.875,682284.0,219760.65625,209689.140625,215783.125,-0.21484375
207712.890625,301828.84375,311768.0625,277513.28125,681847.875,219750.5625,209620.65625,215717.328125,-0.21337890625
207974.765625,302183.15625,312548.75,277860.1875,682355.8125,219838.71875,209833.09375,216074.234375,-0.212158203125
208236.375,302963.6875,313523.5625,278125.71875,683224.75,219914.265625,210050.4375,216388.5,-0.2138671875
208124.703125,303077.40625,313308.875,277924.03125,683190.875,219872.25,209966.75,216218.984375,-0.211181640625
207803.828125,302380.5,312206.40625,277536.34375,682248.875,219775.234375,209705.78125,215814.859375,-0.211181640625
207715.9375,301857.28125,311749.90625,277496.03125,681811.1875,219759.953125,209632.28125,215745.125,-0.21044921875
207980.578125,302222.96875,312534.71875,277848.5625,682305.5625,219850.25,209847.484375,216106.328125,-0.2109375
208242.453125,303007.25,313514.78125,278115.875,683160.8125,219919.359375,210060.28125,216410.671875,-0.21240234375
208137.9375,303134.1875,313317.03125,277921.59375,683164.5,219873.671875,209976.59375,216238.03125,-0.2109375
207820.8125,302453.625,312228.9375,277534.90625,682241.25,219773.1875,209716.5,215831.140625,-0.212158203125
207729.25,301917.71875,311766.53125,277486.46875,681824.8125,219752.796875,209639.25,215750.578125,-0.2119140625
207990.859375,302253.625,312538.65625,277833.4375,682334.3125,219845.421875,209849.90625,216100.34375,-0.2119140625
208252.90625,303013.75,313522.03125,278103.5625,683215.375,219921.78125,210063.40625,216407.359375,-0.21337890625
208149.203125,303134.46875,313339.09375,277910.78125,683234.375,219874.65625,209978.28125,216241.0625,-0.21533203125
207835.734375,302447.09375,312254.15625,277530.34375,682337.5625,219779.96875,209718.203125,215838.734375,-0.21142578125
207735.15625,301891.4375,311775.75,277484.3125,681880.75,219756.1875,209633.265625,215755.046875,-0.209228515625
207990.140625,302215.4375,312536.0625,277833.90625,682388.4375,219842.828125,209837.65625,216104.09375,-0.2099609375
208260.421875,302992.03125,313529.8125,278115.0,683274.1875,219924.375,210055.625,216421.046875,-0.211181640625
208158.3125,303125.875,313355.75,277929.03125,683257.4375,219883.859375,209975.34375,216257.875,-0.209716796875
207836.0,302443.0,312267.84375,277546.4375,682345.0625,219788.5625,209717.578125,215855.28125,-0.2080078125
207736.59375,301894.375,311778.78125,277497.625,681870.0625,219772.546875,209637.296875,215771.59375,-0.206787109375
207991.125,302221.4375,312528.53125,277842.75,682348.4375,219857.671875,209838.984375,216114.46875,-0.207763671875
208259.625,302999.375,313522.03125,278124.1875,683217.5625,219932.328125,210055.796875,216428.546875,-0.2080078125
208160.734375,303139.125,313353.6875,277941.8125,683210.25,219889.671875,209975.96875,216264.046875,-0.207275390625
207842.71875,302466.875,312262.1875,277557.625,682284.1875,219792.671875,209716.859375,215854.03125,-0.208984375
207746.59375,301924.96875,311764.90625,277508.625,681811.8125,219774.25,209638.265625,215765.6875,-0.209716796875
207993.984375,302238.4375,312501.71875,277849.53125,682274.5,219854.8125,209837.375,216102.578125,-0.207275390625
208256.671875,303005.96875,313493.6875,278126.25,683132.4375,219926.6875,210050.078125,216413.0,-0.205810546875
208167.265625,303162.625,313346.25,277950.75,683190.3125,219890.125,209981.59375,216262.796875,-0.207763671875
207848.53125,302494.125,312260.3125,277566.03125,682283.5625,219793.296875,209724.640625,215858.234375,-0.206787109375
207737.21875,301922.5625,311746.0625,277506.9375,681811.1875,219772.375,209635.234375,215765.25,-0.20947265625
207982.8125,302218.21875,312477.5,277847.5,682278.0,219851.765625,209834.34375,216104.640625,-0.208251953125
208252.90625,302992.3125,313480.375,278129.75,683148.8125,219921.59375,210051.25,216421.84375,-0.207763671875
208160.375,303149.75,313341.78125,277953.6875,683214.8125,219878.234375,209976.234375,216268.15625,-0.208984375
207842.0,302475.53125,312255.9375,277568.34375,682310.625,219778.28125,209716.6875,215858.578125,-0.208984375
207731.9375,301895.1875,311733.1875,277504.6875,681820.6875,219755.921875,209628.078125,215757.375,-0.208984375
