EEG 1,EEG 2,EEG 3,EEG 4,EEG 5,EEG 6,EEG 7,EEG 8,Accelerometer X,Accelerometer Y,Accelerometer Z,Gyroscope X,Gyroscope Y,Gyroscope Z,Battery Level,Counter,Validation Indicator
1.070,-1.154,0.323,-0.301,3.648,-1.606,2.900,3.063,-0.010,0.957,-0.358,-0.824,-0.793,0.000,80.000,7939.000,1.000
0.569,-0.573,0.864,0.620,4.359,-0.272,3.866,3.440,-0.010,0.956,-0.356,-0.732,-0.763,-0.031,80.000,7940.000,1.000
0.185,0.216,1.760,1.886,5.453,1.693,5.315,4.454,-0.011,0.957,-0.357,-0.793,-0.885,0.031,80.000,7941.000,1.000
0.102,1.238,3.095,3.472,6.870,3.993,6.831,6.006,-0.011,0.958,-0.357,-0.793,-0.916,0.092,80.000,7942.000,1.000
-0.034,2.046,4.361,4.748,7.988,5.879,7.509,7.413,-0.010,0.957,-0.357,-0.854,-0.946,0.183,80.000,7943.000,1.000
-0.615,2.160,4.970,5.084,8.220,6.682,6.595,7.966,-0.010,0.957,-0.357,-0.854,-1.038,0.244,80.000,7944.000,1.000
-1.528,1.648,4.832,4.411,7.573,6.360,4.141,7.491,-0.010,0.960,-0.356,-0.916,-1.038,0.214,80.000,7945.000,1.000
-2.431,0.984,4.136,3.059,6.395,5.319,0.872,6.240,-0.010,0.959,-0.356,-0.946,-1.099,0.244,80.000,7946.000,1.000
-3.288,0.472,2.894,1.305,4.859,3.865,-2.470,4.457,-0.010,0.957,-0.358,-0.916,-1.129,0.305,80.000,7947.000,1.000
-4.369,0.012,0.968,-0.729,2.886,2.050,-5.518,2.193,-0.010,0.955,-0.356,-0.885,-1.160,0.336,80.000,7948.000,1.000
-5.778,-0.599,-1.524,-2.825,0.534,0.020,-8.102,-0.420,-0.011,0.956,-0.358,-0.854,-1.282,0.336,80.000,7949.000,1.000
-7.174,-1.273,-4.039,-4.525,-1.720,-1.722,-9.932,-2.899,-0.009,0.956,-0.355,-0.793,-1.190,0.305,80.000,7950.000,1.000
-8.071,-1.738,-5.935,-5.434,-3.266,-2.597,-10.708,-4.654,-0.008,0.955,-0.353,-0.732,-1.190,0.305,80.000,7951.000,1.000
-8.283,-1.896,-6.925,-5.609,-3.807,-2.411,-10.428,-5.468,-0.007,0.957,-0.354,-0.732,-1.221,0.214,80.000,7952.000,1.000
-8.025,-1.920,-7.164,-5.485,-3.480,-1.483,-9.415,-5.572,-0.006,0.956,-0.354,-0.732,-1.282,0.275,80.000,7953.000,1.000
-7.747,-1.990,-7.039,-5.499,-2.715,-0.431,-8.185,-5.396,-0.007,0.956,-0.353,-0.793,-1.312,0.336,80.000,7954.000,1.000
