FZ,C3,CZ,C4,PZ,PO7,OZ,PO8,Counter,Validation,Label
228729.53125,248309.03125,287416.96875,249114.765625,219691.109375,228749.109375,226554.15625,222476.484375,16694.0,1.0,4
225659.921875,246249.453125,285736.03125,246913.5625,217899.390625,227026.328125,223884.03125,219611.53125,16695.0,1.0,4
223883.75,244955.734375,284848.5,245788.46875,216801.296875,226206.375,222106.96875,217701.359375,16696.0,1.0,4
226378.390625,246537.25,286235.46875,247610.3125,218188.703125,227663.609375,224066.59375,219802.5,16697.0,1.0,4
229247.90625,248531.390625,287743.59375,249572.265625,219906.84375,229166.90625,226729.21875,222650.46875,16698.0,1.0,4
228739.984375,248313.140625,287408.125,249114.3125,219700.21875,228760.640625,226581.96875,222476.9375,16699.0,1.0,4
225690.9375,246269.5625,285745.25,246927.59375,217927.28125,227049.65625,223936.421875,219634.515625,16700.0,1.0,4
223884.65625,244957.703125,284841.15625,245781.3125,216809.609375,226209.328125,222127.4375,217698.671875,16701.0,1.0,4
226367.921875,246538.765625,286223.5,247595.5625,218188.359375,227661.734375,224061.59375,219783.734375,16702.0,1.0,4
229247.546875,248535.671875,287735.0,249561.53125,219904.96875,229167.34375,226715.625,222637.15625,16703.0,1.0,4
228752.6875,248321.71875,287407.3125,249115.484375,219704.96875,228772.34375,226577.046875,222484.171875,16704.0,1.0,4
225700.78125,246274.578125,285741.0625,246926.53125,217930.59375,227061.640625,223929.984375,219647.390625,16705.0,1.0,4
223887.78125,244966.1875,284838.40625,245779.609375,216821.40625,226230.421875,222120.109375,217709.671875,16706.0,1.0,4
226339.3125,246525.265625,286199.875,247570.078125,218178.609375,227667.1875,224026.265625,219761.203125,16707.0,1.0,4
229234.765625,248534.609375,287717.3125,249547.671875,219903.09375,229178.078125,226695.875,222624.09375,16708.0,1.0,4
228775.84375,248348.90625,287407.78125,249129.6875,219727.765625,228796.046875,226593.328125,222504.828125,16709.0,1.0,4
225730.015625,246308.09375,285741.59375,246944.5,217956.703125,227078.359375,223955.1875,219674.203125,16710.0,1.0,4
223874.28125,244970.21875,284815.96875,245765.75,216817.46875,226208.515625,222113.859375,217697.0625,16711.0,1.0,4
226304.359375,246514.1875,286169.21875,247546.296875,218163.40625,227630.53125,224004.359375,219728.03125,16712.0,1.0,4
229216.171875,248531.03125,287695.21875,249539.0,219897.015625,229152.15625,226687.296875,222603.625,16713.0,1.0,4
228788.71875,248369.828125,287405.28125,249143.828125,219740.546875,228790.328125,226612.71875,222514.671875,16714.0,1.0,4
225754.421875,246335.546875,285740.34375,246962.015625,217973.234375,227078.171875,223984.515625,219694.765625,16715.0,1.0,4
223861.5,244967.078125,284787.875,245752.96875,216808.0,226187.0625,222105.8125,217685.796875,16716.0,1.0,4
226270.125,246491.65625,286131.03125,247513.9375,218139.171875,227598.078125,223966.8125,219693.34375,16717.0,1.0,4
229211.15625,248527.53125,287683.9375,249526.75,219896.46875,229144.546875,226670.484375,222597.1875,16718.0,1.0,4
228806.859375,248377.609375,287407.78125,249143.734375,219752.796875,228795.78125,226612.375,222529.328125,16719.0,1.0,4
225775.078125,246344.3125,285740.59375,246957.546875,217978.6875,227077.90625,223980.765625,219710.6875,16720.0,1.0,4
223871.59375,244971.640625,284787.4375,245745.90625,216811.9375,226185.453125,222097.140625,217694.015625,16721.0,1.0,4
226241.859375,246464.03125,286108.0625,247486.484375,218119.0625,227574.296875,223930.34375,219669.375,16722.0,1.0,4
229188.0,248497.859375,287658.90625,249507.265625,219875.546875,229119.25,226643.484375,222578.140625,16723.0,1.0,4
228812.3125,248366.15625,287392.75,249145.25,219746.171875,228780.84375,226610.125,222534.421875,16724.0,1.0,4
225801.890625,246350.484375,285741.59375,246976.15625,217989.515625,227074.59375,223997.65625,219735.625,16725.0,1.0,4
223864.171875,244954.390625,284773.3125,245742.328125,216805.578125,226161.046875,222084.625,217691.515625,16726.0,1.0,4
226210.75,246435.6875,286086.59375,247468.15625,218104.84375,227544.171875,223900.03125,219646.21875,16727.0,1.0,4
229168.78125,248478.359375,287639.15625,249489.640625,219864.90625,229100.109375,226611.390625,222557.765625,16728.0,1.0,4
228832.609375,248381.53125,287400.625,249155.171875,219764.6875,228795.59375,226612.71875,222553.734375,16729.0,1.0,4
225831.390625,246372.65625,285752.03125,246993.3125,218015.96875,227094.265625,224017.234375,219770.140625,16730.0,1.0,4
223862.390625,244951.078125,284760.6875,245733.65625,216809.421875,226163.28125,222081.046875,217696.4375,16731.0,1.0,4
226183.75,246411.546875,286057.90625,247440.078125,218088.578125,227536.03125,223870.515625,219621.28125,16732.0,1.0,4
229162.4375,248466.109375,287626.1875,249480.890625,219859.8125,229102.359375,226598.0625,222546.3125,16733.0,1.0,4
228844.6875,248378.5,287401.0625,249165.71875,219773.359375,228807.125,226622.46875,222562.953125,16734.0,1.0,4
