FZ,C3,CZ,C4,PZ,PO7,OZ,PO8,Counter,Validation,Label
232663.078125,283256.59375,357796.375,327669.625,257344.765625,280587.53125,252398.234375,254463.0,19536.0,1.0,4
233508.15625,284723.34375,359872.84375,328383.4375,258956.0625,281441.90625,252962.21875,255318.171875,19537.0,1.0,4
233812.9375,285002.09375,360140.4375,328423.5,259353.390625,281702.09375,252992.515625,255376.46875,19538.0,1.0,4
233150.515625,283696.9375,358210.875,327728.96875,257979.90625,281002.3125,252449.640625,254556.515625,19539.0,1.0,4
232421.046875,282595.875,356731.71875,327252.625,256723.75,280301.4375,252078.515625,253984.9375,19540.0,1.0,4
232657.4375,283253.9375,357775.71875,327664.15625,257342.625,280586.125,252399.046875,254465.140625,19541.0,1.0,4
233508.859375,284729.78125,359856.9375,328378.34375,258958.65625,281441.75,252960.875,255317.90625,19542.0,1.0,4
233820.8125,285024.1875,360143.9375,328424.65625,259375.375,281713.25,253008.171875,255391.484375,19543.0,1.0,4
233162.140625,283726.25,358222.75,327728.34375,258006.90625,281019.5625,252473.6875,254574.9375,19544.0,1.0,4
232437.234375,282621.625,356731.28125,327243.21875,256738.765625,280316.28125,252098.546875,253997.453125,19545.0,1.0,4
232671.484375,283271.375,357760.96875,327652.53125,257347.359375,280596.3125,252413.171875,254469.53125,19546.0,1.0,4
233525.046875,284748.8125,359846.84375,328375.84375,258966.609375,281456.65625,252981.34375,255326.140625,19547.0,1.0,4
233836.984375,285047.0625,360147.78125,328426.34375,259388.96875,281729.0,253024.703125,255402.125,19548.0,1.0,4
233176.1875,283746.90625,358231.96875,327734.34375,258027.296875,281035.75,252484.6875,254589.0625,19549.0,1.0,4
232439.015625,282625.46875,356724.03125,327247.625,256750.125,280323.875,252099.4375,254006.21875,19550.0,1.0,4
232659.671875,283255.09375,357734.15625,327649.15625,257339.3125,280590.03125,252408.25,254476.140625,19551.0,1.0,4
233510.109375,284733.34375,359823.75,328371.1875,258955.078125,281453.09375,252975.171875,255331.234375,19552.0,1.0,4
233835.5625,285050.03125,360145.09375,328429.125,259394.328125,281736.78125,253028.46875,255417.15625,19553.0,1.0,4
233185.921875,283758.0,358238.125,327739.53125,258043.75,281053.0,252494.703125,254605.328125,19554.0,1.0,4
232447.515625,282630.65625,356718.9375,327246.71875,256762.375,280339.625,252107.84375,254012.65625,19555.0,1.0,4
232662.53125,283250.15625,357708.75,327640.46875,257340.203125,280596.65625,252418.984375,254475.875,19556.0,1.0,4
233518.703125,284731.5625,359801.3125,328364.5625,258959.1875,281458.625,252998.6875,255348.671875,19557.0,1.0,4
233848.25,285056.09375,360140.09375,328426.8125,259408.453125,281747.15625,253049.03125,255438.078125,19558.0,1.0,4
233200.140625,283768.71875,358238.9375,327736.59375,258061.359375,281065.40625,252513.21875,254626.96875,19559.0,1.0,4
232463.78125,282638.4375,356707.75,327238.3125,256770.859375,280349.90625,252127.0625,254031.515625,19560.0,1.0,4
232671.484375,283248.125,357687.03125,327629.75,257337.4375,280606.40625,252433.109375,254483.65625,19561.0,1.0,4
233525.140625,284732.09375,359785.84375,328356.09375,258957.125,281470.0625,253005.578125,255350.625,19562.0,1.0,4
233866.3125,285075.40625,360144.375,328428.15625,259421.78125,281761.1875,253058.5,255451.9375,19563.0,1.0,4
233221.953125,283798.25,358251.09375,327742.125,258082.8125,281082.5,252528.5,254645.921875,19564.0,1.0,4
232482.203125,282657.59375,356705.59375,327237.59375,256782.578125,280356.0625,252133.859375,254037.421875,19565.0,1.0,4
232686.234375,283256.34375,357669.0625,327623.46875,257336.890625,280599.0,252429.796875,254479.890625,19566.0,1.0,4
233528.625,284733.875,359767.625,328348.125,258957.125,281455.78125,253004.953125,255348.578125,19567.0,1.0,4
233872.484375,285090.625,360149.75,328427.96875,259440.109375,281766.625,253082.640625,255459.984375,19568.0,1.0,4
233232.953125,283820.78125,358268.25,327747.125,258109.546875,281090.09375,252548.265625,254652.1875,19569.0,1.0,4
232487.84375,282673.6875,356711.3125,327241.625,256800.71875,280361.4375,252153.703125,254041.890625,19570.0,1.0,4
232681.484375,283262.25,357656.4375,327624.46875,257340.65625,280605.34375,252456.625,254482.3125,19571.0,1.0,4
233527.90625,284746.5625,359760.375,328355.0,258962.859375,281470.625,253038.65625,255359.65625,19572.0,1.0,4
233876.78125,285112.59375,360155.375,328438.78125,259455.9375,281779.78125,253112.421875,255481.171875,19573.0,1.0,4
233243.953125,283850.1875,358280.875,327753.5625,258132.53125,281111.71875,252576.875,254669.34375,19574.0,1.0,4
232497.40625,282697.46875,356710.4375,327241.71875,256816.90625,280385.125,252174.265625,254050.46875,19575.0,1.0,4
232690.515625,283275.5625,357639.375,327617.03125,257346.90625,280625.625,252465.46875,254487.140625,19576.0,1.0,4
233542.390625,284763.28125,359738.8125,328342.75,258964.46875,281487.4375,253034.8125,255360.203125,19577.0,1.0,4
233905.734375,285147.3125,360152.5,328435.75,259473.453125,281807.78125,253112.15625,255489.296875,19578.0,1.0,4
233277.65625,283889.34375,358286.84375,327759.8125,258158.734375,281143.46875,252585.28125,254694.296875,19579.0,1.0,4
232525.03125,282725.4375,356704.875,327245.90625,256833.71875,280411.9375,252183.5625,254079.265625,19580.0,1.0,4
232704.203125,283289.6875,357609.5,327611.40625,257343.328125,280636.53125,252466.90625,254506.71875,19581.0,1.0,4
233549.1875,284774.28125,359708.53125,328336.3125,258960.34375,281498.59375,253041.78125,255376.375,19582.0,1.0,4
233913.875,285165.8125,360139.375,328429.9375,259480.34375,281829.84375,253125.109375,255511.203125,19583.0,1.0,4
233290.625,283915.28125,358282.03125,327753.75,258173.296875,281171.1875,252597.4375,254718.609375,19584.0,1.0,4
232542.734375,282746.8125,356690.6875,327237.0625,256839.265625,280438.3125,252190.0,254095.890625,19585.0,1.0,4
232725.75,283302.28125,357584.46875,327598.34375,257331.984375,280655.21875,252469.765625,254513.15625,19586.0,1.0,4
