FZ,C3,CZ,C4,PZ,PO7,OZ,PO8,Counter,Validation,Label
252294.25,266499.59375,290425.09375,326207.53125,276322.1875,253216.3125,242353.71875,239169.75,19619.0,1.0,3
251604.65625,266284.3125,290116.625,325946.03125,276627.09375,252953.0,242548.890625,238974.046875,19620.0,1.0,3
251221.90625,266249.78125,290050.65625,325857.4375,276974.34375,252846.796875,242744.515625,238899.125,19621.0,1.0,3
251698.0,266457.84375,290334.875,326074.0625,276885.375,253056.1875,242676.390625,239057.375,19622.0,1.0,3
252377.3125,266636.75,290589.9375,326285.78125,276490.46875,253289.71875,242430.78125,239220.890625,19623.0,1.0,3
252303.203125,266510.21875,290431.96875,326188.84375,276321.9375,253209.421875,242343.25,239162.875,19624.0,1.0,3
251613.234375,266295.9375,290126.1875,325937.09375,276642.09375,252950.0625,242546.390625,238978.34375,19625.0,1.0,3
251229.59375,266268.125,290060.9375,325853.84375,277003.84375,252843.484375,242752.109375,238905.296875,19626.0,1.0,3
251690.046875,266467.3125,290335.84375,326064.3125,276915.59375,253043.484375,242685.6875,239058.984375,19627.0,1.0,3
252364.53125,266639.0625,290591.1875,326279.0625,276520.40625,253280.234375,242448.84375,239231.265625,19628.0,1.0,3
252306.328125,266519.4375,290440.28125,326186.875,276341.25,253203.53125,242367.390625,239175.84375,19629.0,1.0,3
251630.5,266316.21875,290141.21875,325935.21875,276651.125,252940.3125,242570.078125,238988.96875,19630.0,1.0,3
251240.765625,266283.59375,290078.8125,325851.0625,277010.90625,252835.34375,242781.890625,238920.765625,19631.0,1.0,3
251692.359375,266478.84375,290346.5,326050.46875,276911.5625,253025.6875,242703.65625,239060.859375,19632.0,1.0,3
252364.078125,266648.0,290592.4375,326251.4375,276496.09375,253248.234375,242447.234375,239215.890625,19633.0,1.0,3
252303.640625,266521.40625,290433.40625,326152.125,276297.875,253164.0,242348.4375,239155.546875,19634.0,1.0,3
251617.4375,266303.0625,290126.375,325903.28125,276601.34375,252903.828125,242546.296875,238968.953125,19635.0,1.0,3
251226.734375,266277.40625,290068.25,325825.78125,276971.375,252806.203125,242756.765625,238901.171875,19636.0,1.0,3
251686.203125,266488.875,290346.84375,326034.53125,276892.34375,253008.609375,242687.296875,239053.53125,19637.0,1.0,3
252362.65625,266660.96875,290600.0625,326244.28125,276484.21875,253240.359375,242432.484375,239211.953125,19638.0,1.0,3
252315.171875,266542.40625,290453.4375,326157.125,276293.40625,253170.890625,242338.515625,239158.578125,19639.0,1.0,3
251633.984375,266327.3125,290150.15625,325907.3125,276596.59375,252917.6875,242539.140625,238975.296875,19640.0,1.0,3
251233.265625,266289.65625,290083.28125,325819.34375,276962.0,252811.75,242744.6875,238903.40625,19641.0,1.0,3
251689.234375,266494.84375,290362.5,326029.8125,276887.53125,253009.6875,242684.609375,239058.796875,19642.0,1.0,3
252373.734375,266671.0,290622.59375,326245.90625,276485.09375,253245.546875,242445.8125,239230.015625,19643.0,1.0,3
252331.359375,266548.9375,290475.3125,326155.34375,276287.59375,253173.484375,242347.546875,239177.0,19644.0,1.0,3
251659.640625,266341.15625,290171.0,325904.1875,276593.65625,252920.90625,242550.59375,238996.3125,19645.0,1.0,3
251257.84375,266309.15625,290105.625,325819.6875,276974.25,252824.171875,242772.328125,238924.421875,19646.0,1.0,3
251697.375,266506.9375,290373.65625,326015.9375,276904.6875,253017.015625,242708.578125,239064.703125,19647.0,1.0,3
252375.609375,266676.1875,290626.4375,326224.96875,276503.4375,253249.75,242465.125,239232.15625,19648.0,1.0,3
252330.015625,266544.9375,290468.4375,326130.84375,276299.84375,253174.90625,242358.8125,239176.46875,19649.0,1.0,3
251641.21875,266314.4375,290147.84375,325873.96875,276595.15625,252915.28125,242553.1875,238985.21875,19650.0,1.0,3
251242.109375,266289.125,290082.03125,325793.9375,276981.65625,252823.71875,242789.390625,238921.46875,19651.0,1.0,3
251678.234375,266489.65625,290345.34375,325993.6875,276911.21875,253021.9375,242730.65625,239069.0,19652.0,1.0,3
252354.875,266659.71875,290594.6875,326201.46875,276499.3125,253256.546875,242475.140625,239226.53125,19653.0,1.0,3
252317.765625,266536.78125,290450.21875,326117.875,276292.96875,253194.5,242367.9375,239176.375,19654.0,1.0,3
251641.9375,266322.46875,290137.8125,325868.0625,276586.9375,252940.484375,242556.765625,238991.03125,19655.0,1.0,3
251232.71875,266289.40625,290059.0625,325777.0625,276962.625,252833.828125,242765.796875,238903.953125,19656.0,1.0,3
251665.453125,266487.15625,290322.4375,325978.84375,276900.40625,253028.015625,242703.828125,239047.265625,19657.0,1.0,3
252355.40625,266667.0625,290582.78125,326200.5625,276502.1875,253273.078125,242461.984375,239225.90625,19658.0,1.0,3
252336.8125,266554.75,290445.46875,326123.78125,276295.5625,253215.6875,242352.015625,239177.453125,19659.0,1.0,3
251661.25,266335.4375,290138.875,325872.1875,276585.875,252967.046875,242539.5,238986.734375,19660.0,1.0,3
251247.125,266301.375,290063.25,325776.34375,276953.9375,252856.890625,242754.078125,238903.328125,19661.0,1.0,3
251665.984375,266486.09375,290322.25,325968.5625,276878.9375,253039.109375,242691.59375,239042.359375,19662.0,1.0,3
252346.921875,266651.5,290581.53125,326186.0,276472.6875,253273.703125,242446.4375,239213.921875,19663.0,1.0,3
252334.3125,266533.75,290445.65625,326109.375,276264.96875,253205.765625,242335.03125,239168.5,19664.0,1.0,3
251677.53125,266322.03125,290139.96875,325864.03125,276565.75,252940.671875,242522.34375,238987.28125,19665.0,1.0,3
251257.046875,266281.25,290059.3125,325768.28125,276959.21875,252820.0625,242736.296875,238908.78125,19666.0,1.0,3
251658.578125,266454.53125,290306.78125,325955.9375,276901.375,252991.546875,242675.3125,239045.484375,19667.0,1.0,3
252346.203125,266624.75,290566.0625,326179.375,276501.1875,253224.359375,242436.78125,239225.640625,19668.0,1.0,3
252349.15625,266518.375,290439.125,326111.34375,276291.96875,253166.234375,242339.140625,239192.28125,19669.0,1.0,3
251677.796875,266296.625,290127.28125,325855.71875,276577.625,252907.3125,242536.203125,239003.90625,19670.0,1.0,3
251243.90625,266249.15625,290039.375,325750.59375,276957.53125,252779.734375,242757.296875,238915.390625,19671.0,1.0,3
251651.859375,266437.71875,290292.75,325936.625,276902.625,252951.03125,242709.921875,239049.0625,19672.0,1.0,3
252340.921875,266615.8125,290560.625,326158.8125,276508.78125,253191.8125,242477.1875,239222.78125,19673.0,1.0,3
252347.90625,266513.8125,290435.53125,326091.75,276298.40625,253141.390625,242369.90625,239189.515625,19674.0,1.0,3
251679.671875,266298.78125,290123.5,325838.90625,276579.78125,252882.734375,242552.46875,239002.65625,19675.0,1.0,3
251230.578125,266244.78125,290030.25,325733.6875,276954.03125,252756.125,242766.78125,238912.359375,19676.0,1.0,3
251622.71875,266425.84375,290277.5625,325921.1875,276897.0,252932.359375,242706.609375,239043.78125,19677.0,1.0,3
252326.265625,266623.34375,290552.03125,326150.15625,276506.1875,253186.265625,242464.765625,239220.984375,19678.0,1.0,3
252332.25,266519.34375,290424.8125,326075.84375,276281.0625,253136.46875,242345.046875,239179.6875,19679.0,1.0,3
251658.578125,266294.125,290105.375,325815.21875,276549.375,252873.875,242517.6875,238984.0625,19680.0,1.0,3
251216.28125,266249.15625,290015.5,325709.28125,276930.09375,252752.5625,242734.40625,238894.03125,19681.0,1.0,3
251616.8125,266442.65625,290271.3125,325903.03125,276884.5625,252940.40625,242691.765625,239030.8125,19682.0,1.0,3
252318.21875,266635.125,290546.0625,326134.84375,276490.65625,253198.34375,242460.46875,239214.546875,19683.0,1.0,3
252336.359375,266533.375,290424.09375,326068.78125,276262.5625,253159.265625,242343.53125,239182.71875,19684.0,1.0,3
251673.953125,266314.4375,290111.96875,325815.03125,276537.21875,252908.484375,242521.09375,238997.015625,19685.0,1.0,3
251219.21875,266258.90625,290015.5,325704.375,276926.9375,252790.28125,242741.828125,238906.625,19686.0,1.0,3
251609.21875,266443.8125,290261.5625,325884.96875,276889.65625,252972.671875,242697.21875,239039.21875,19687.0,1.0,3
252309.28125,266629.15625,290531.21875,326113.21875,276500.9375,253229.09375,242458.953125,239219.90625,19688.0,1.0,3
252329.578125,266518.5625,290401.9375,326046.53125,276270.625,253186.984375,242332.171875,239184.78125,19689.0,1.0,3
251677.4375,266301.03125,290092.65625,325799.5,276553.3125,252943.34375,242518.859375,239008.015625,19690.0,1.0,3
251223.703125,266246.03125,289997.1875,325692.03125,276950.28125,252827.03125,242749.875,238923.53125,19691.0,1.0,3
251603.9375,266428.25,290240.71875,325873.78125,276916.125,253007.28125,242709.203125,239048.703125,19692.0,1.0,3
252307.046875,266615.46875,290509.03125,326096.15625,276518.0,253255.203125,242469.40625,239220.453125,19693.0,1.0,3
252344.140625,266514.78125,290392.0,326035.25,276283.65625,253215.234375,242350.59375,239187.90625,19694.0,1.0,3
251693.96875,266298.59375,290086.40625,325791.53125,276558.40625,252972.140625,242542.28125,239011.78125,19695.0,1.0,3
251240.0625,266251.03125,289994.9375,325685.84375,276954.125,252855.734375,242774.640625,238926.03125,19696.0,1.0,3
251611.359375,266430.65625,290235.625,325861.53125,276919.875,253027.390625,242725.109375,239044.671875,19697.0,1.0,3
