FZ,C3,CZ,C4,PZ,PO7,OZ,PO8,Counter,Validation,Label
235179.171875,283525.90625,292427.71875,279990.75,257910.4375,285385.75,256314.796875,258410.59375,117759.0,1.0,2
234570.84375,282353.34375,290759.65625,279405.40625,256670.453125,284855.46875,255837.09375,257702.484375,117760.0,1.0,2
233884.546875,281337.125,289463.25,279024.0,255400.703125,284265.84375,255476.875,257161.65625,117761.0,1.0,2
234068.640625,281888.5,290347.03125,279375.1875,255862.046875,284433.03125,255729.546875,257542.984375,117762.0,1.0,2
234857.921875,283225.59375,292165.75,279969.84375,257401.984375,285128.15625,256250.515625,258311.703125,117763.0,1.0,2
235186.9375,283537.71875,292448.8125,279999.34375,257926.890625,285401.9375,256322.484375,258422.65625,117764.0,1.0,2
234594.625,282379.09375,290791.5625,279421.21875,256703.09375,284871.03125,255849.34375,257721.796875,117765.0,1.0,2
233891.96875,281335.4375,289467.96875,279025.4375,255412.234375,284252.34375,255455.421875,257157.640625,117766.0,1.0,2
234061.75,281866.34375,290328.6875,279365.34375,255851.578125,284412.1875,255705.671875,257528.140625,117767.0,1.0,2
234860.875,283214.40625,292157.0625,279965.28125,257393.765625,285113.78125,256232.984375,258300.609375,117768.0,1.0,2
235196.0625,283541.09375,292463.1875,280005.21875,257932.078125,285400.9375,256316.140625,258423.015625,117769.0,1.0,2
234594.171875,282376.5625,290807.75,279422.3125,256709.34375,284872.0,255837.625,257720.546875,117770.0,1.0,2
233891.34375,281331.9375,289476.28125,279027.9375,255415.359375,284264.65625,255464.0,257164.875,117771.0,1.0,2
234068.734375,281867.03125,290328.625,279371.4375,255847.203125,284427.40625,255719.171875,257527.953125,117772.0,1.0,2
234856.140625,283209.84375,292151.53125,279964.1875,257381.25,285117.4375,256233.796875,258286.21875,117773.0,1.0,2
235193.828125,283548.53125,292474.28125,280007.65625,257933.59375,285398.1875,256315.421875,258410.40625,117774.0,1.0,2
234608.5625,282403.84375,290833.125,279433.3125,256722.40625,284879.625,255844.25,257718.21875,117775.0,1.0,2
233903.0625,281353.59375,289486.3125,279032.9375,255416.96875,284268.78125,255468.828125,257160.671875,117776.0,1.0,2
234057.109375,281863.1875,290313.6875,279365.875,255825.109375,284413.53125,255710.765625,257519.203125,117777.0,1.0,2
234850.953125,283210.5625,292140.875,279963.125,257364.078125,285108.3125,256230.671875,258280.140625,117778.0,1.0,2
235197.140625,283561.3125,292481.34375,280011.3125,257933.59375,285399.4375,256316.859375,258414.4375,117779.0,1.0,2
234615.359375,282424.0625,290848.6875,279440.375,256738.234375,284882.84375,255847.828125,257722.875,117780.0,1.0,2
233903.953125,281360.8125,289491.6875,279037.03125,255428.59375,284273.15625,255467.84375,257156.03125,117781.0,1.0,2
234049.421875,281852.1875,290296.0625,279361.40625,255820.734375,284412.1875,255701.5625,257503.46875,117782.0,1.0,2
234835.484375,283195.625,292120.40625,279954.53125,257352.546875,285101.625,256220.734375,258272.8125,117783.0,1.0,2
235197.84375,283567.65625,292487.15625,280012.65625,257945.9375,285410.78125,256323.828125,258423.453125,117784.0,1.0,2
234627.796875,282436.84375,290863.96875,279439.28125,256757.890625,284897.3125,255854.4375,257731.0,117785.0,1.0,2
233909.234375,281356.96875,289487.65625,279026.125,255434.3125,284281.21875,255466.0625,257154.78125,117786.0,1.0,2
234047.71875,281831.5625,290276.5,279345.40625,255811.25,284405.5,255691.71875,257491.578125,117787.0,1.0,2
234834.953125,283172.75,292104.59375,279944.34375,257347.171875,285098.03125,256221.71875,258270.03125,117788.0,1.0,2
