FZ,C3,CZ,C4,PZ,PO7,OZ,PO8,Counter,Validation,Label
230264.46875,244024.015625,245640.140625,241791.703125,225607.703125,227124.578125,221701.953125,211256.546875,22353.0,1.0,3
230209.390625,243995.3125,245621.453125,241778.46875,225676.8125,227109.109375,221716.703125,211255.828125,22354.0,1.0,3
230100.765625,243889.90625,245583.8125,241723.671875,225547.703125,227055.828125,221649.65625,211200.75,22355.0,1.0,3
230147.96875,243915.84375,245601.25,241727.6875,225472.25,227062.359375,221631.765625,211195.296875,22356.0,1.0,3
230213.328125,243967.0625,245614.296875,241744.671875,225476.1875,227081.578125,221640.09375,211209.25,22357.0,1.0,3
230259.90625,244020.53125,245632.546875,241779.640625,225603.046875,227114.390625,221703.484375,211253.328125,22358.0,1.0,3
230214.21875,243997.46875,245619.578125,241772.390625,225676.984375,227104.015625,221726.28125,211257.515625,22359.0,1.0,3
230111.9375,243899.390625,245584.078125,241724.5625,225554.328125,227056.8125,221663.421875,211207.71875,22360.0,1.0,3
230138.75,243900.09375,245589.453125,241714.640625,225466.703125,227048.5,221627.921875,211189.390625,22361.0,1.0,3
230214.84375,243959.28125,245613.140625,241737.96875,225475.375,227076.125,221642.5,211205.75,22362.0,1.0,3
230263.296875,244014.71875,245634.328125,241776.0625,225600.8125,227109.65625,221705.796875,211245.71875,22363.0,1.0,3
230212.15625,243990.21875,245620.015625,241772.9375,225677.796875,227102.046875,221726.0,211249.03125,22364.0,1.0,3
230114.625,243900.640625,245586.234375,241724.828125,225559.328125,227054.84375,221664.140625,211202.0,22365.0,1.0,3
230132.59375,243893.21875,245583.1875,241710.34375,225464.375,227035.0,221622.46875,211179.203125,22366.0,1.0,3
230205.015625,243946.765625,245603.9375,241736.0,225470.640625,227058.78125,221633.5625,211196.71875,22367.0,1.0,3
230258.203125,244008.546875,245625.75,241777.40625,225599.296875,227098.828125,221697.671875,211244.203125,22368.0,1.0,3
230211.265625,243989.328125,245614.921875,241773.5625,225676.984375,227091.5,221722.96875,211254.84375,22369.0,1.0,3
230110.234375,243895.359375,245583.90625,241725.28125,225556.203125,227046.265625,221666.015625,211208.609375,22370.0,1.0,3
