FZ,C3,CZ,C4,PZ,PO7,OZ,PO8,Counter,Validation,Label
229674.5625,249100.28125,295600.9375,254105.640625,220271.09375,229362.078125,227347.65625,223123.078125,13694.0,1.0,3
227654.140625,247816.390625,294452.875,252586.53125,219142.859375,228136.671875,225762.546875,221425.421875,13695.0,1.0,3
224525.875,245663.125,292784.4375,250419.5625,217281.3125,226467.796875,222914.671875,218379.0625,13696.0,1.0,3
224824.671875,245743.21875,293022.8125,250758.515625,217378.6875,226794.578125,222900.453125,218365.921875,13697.0,1.0,3
228233.046875,248003.609375,294859.5625,253156.5,219338.65625,228683.390625,225800.546875,221472.1875,13698.0,1.0,3
229665.609375,249081.859375,295575.90625,254084.265625,220259.109375,229368.609375,227339.328125,223112.359375,13699.0,1.0,3
227672.203125,247815.328125,294446.34375,252583.75,219147.421875,228152.578125,225790.71875,221438.921875,13700.0,1.0,3
224543.9375,245670.09375,292783.09375,250418.234375,217287.484375,226484.0625,222959.375,218393.453125,13701.0,1.0,3
224814.390625,245738.484375,293008.21875,250735.0,217368.40625,226798.25,222925.046875,218354.296875,13702.0,1.0,3
228203.28125,247982.515625,294834.1875,253124.40625,219318.640625,228682.859375,225805.640625,221449.734375,13703.0,1.0,3
229668.125,249087.671875,295570.375,254082.75,220263.125,229392.296875,227362.21875,223121.296875,13704.0,1.0,3
227689.90625,247832.671875,294443.21875,252590.90625,219156.984375,228182.625,225808.59375,221461.546875,13705.0,1.0,3
224565.578125,245689.9375,292783.28125,250430.5625,217304.65625,226519.5625,222966.53125,218420.90625,13706.0,1.0,3
224797.140625,245732.3125,292984.96875,250718.1875,217365.0,226807.09375,222887.671875,218344.09375,13707.0,1.0,3
228179.765625,247971.421875,294805.9375,253096.0625,219308.890625,228681.421875,225750.75,221425.15625,13708.0,1.0,3
229679.203125,249101.53125,295558.65625,254069.25,220268.578125,229399.8125,227329.953125,223115.578125,13709.0,1.0,3
227723.0625,247865.125,294442.0625,252591.4375,219178.71875,228200.953125,225811.734375,221476.390625,13710.0,1.0,3
224582.828125,245711.3125,292768.0,250418.140625,217319.859375,226526.359375,222979.046875,218424.75,13711.0,1.0,3
224788.28125,245740.71875,292959.5,250697.265625,217370.71875,226806.109375,222902.96875,218327.921875,13712.0,1.0,3
228166.890625,247979.46875,294775.34375,253080.046875,219309.34375,228668.28125,225775.78125,221400.65625,13713.0,1.0,3
229689.484375,249127.015625,295540.3125,254072.5625,220280.203125,229394.265625,227386.0,223114.671875,13714.0,1.0,3
227761.25,247916.53125,294443.21875,252620.859375,219210.71875,228215.25,225904.265625,221511.4375,13715.0,1.0,3
224604.109375,245747.96875,292755.03125,250432.625,217335.953125,226524.390625,223057.28125,218449.234375,13716.0,1.0,3
224774.609375,245749.390625,292926.25,250681.625,217361.25,226781.171875,222939.703125,218317.453125,13717.0,1.0,3
228145.515625,247980.8125,294733.6875,253047.953125,219288.140625,228636.359375,225789.640625,221377.40625,13718.0,1.0,3
229687.609375,249138.09375,295511.4375,254056.203125,220275.5625,229377.09375,227414.34375,223114.59375,13719.0,1.0,3
227778.953125,247937.0,294429.96875,252619.703125,219223.0625,228210.703125,225945.390625,221529.671875,13720.0,1.0,3
224621.984375,245765.84375,292746.71875,250432.625,217354.28125,226519.65625,223092.6875,218467.65625,13721.0,1.0,3
224763.875,245744.203125,292896.65625,250654.171875,217358.65625,226753.359375,222933.890625,218302.171875,13722.0,1.0,3
228145.25,247982.15625,294712.15625,253027.65625,219292.796875,228620.8125,225780.4375,221362.84375,13723.0,1.0,3
229712.546875,249153.921875,295502.40625,254052.265625,220291.921875,229383.265625,227422.390625,223117.890625,13724.0,1.0,3
227824.90625,247964.984375,294431.3125,252630.6875,219248.265625,228229.734375,225970.15625,221553.8125,13725.0,1.0,3
224662.765625,245793.734375,292741.09375,250433.96875,217368.765625,226531.1875,223113.609375,218482.859375,13726.0,1.0,3
224776.21875,245761.828125,292884.5625,250645.140625,217355.96875,226754.703125,222945.875,218292.15625,13727.0,1.0,3
228139.171875,247990.375,294698.1875,253017.28125,219278.40625,228617.765625,225794.296875,221341.640625,13728.0,1.0,3
229721.046875,249171.53125,295497.75,254058.25,220285.03125,229385.59375,227457.625,223112.796875,13729.0,1.0,3
227847.703125,247992.078125,294434.96875,252646.96875,219254.703125,228240.734375,226026.125,221567.21875,13730.0,1.0,3
224684.9375,245821.453125,292746.71875,250449.4375,217379.578125,226541.46875,223168.234375,218499.40625,13731.0,1.0,3
