FZ,C3,CZ,C4,PZ,PO7,OZ,PO8,Counter,Validation,Label
217087.75,236698.546875,293316.40625,293291.1875,204194.734375,220865.28125,218208.734375,217096.96875,27481.0,1.0,4
217200.3125,236819.25,293427.53125,293360.3125,204330.53125,221129.9375,218297.96875,217217.921875,27482.0,1.0,4
217288.5625,236917.0625,293590.28125,293412.96875,204458.21875,221371.0625,218372.171875,217357.671875,27483.0,1.0,4
217236.4375,236862.875,293587.40625,293382.3125,204408.765625,221264.75,218338.640625,217329.0625,27484.0,1.0,4
217109.296875,236724.921875,293407.875,293304.53125,204242.03125,220946.640625,218233.765625,217163.84375,27485.0,1.0,4
217080.234375,236691.484375,293296.84375,293284.5,204182.296875,220854.640625,218202.828125,217088.734375,27486.0,1.0,4
217185.109375,236804.046875,293399.84375,293343.25,204307.46875,221112.5,218279.640625,217202.640625,27487.0,1.0,4
217271.578125,236898.1875,293563.1875,293392.40625,204437.640625,221353.0,218353.390625,217338.8125,27488.0,1.0,4
217225.265625,236846.515625,293567.03125,293366.65625,204397.859375,221251.703125,218326.9375,217313.59375,27489.0,1.0,4
217105.90625,236716.515625,293401.25,293294.78125,204242.109375,220942.890625,218232.609375,217153.109375,27490.0,1.0,4
217076.9375,236684.78125,293296.375,293276.71875,204184.359375,220848.5625,218201.578125,217079.796875,27491.0,1.0,4
217182.4375,236798.5,293402.6875,293337.25,204307.109375,221104.0,218276.421875,217192.984375,27492.0,1.0,4
217275.328125,236898.90625,293568.71875,293393.21875,204442.03125,221356.046875,218360.109375,217335.859375,27493.0,1.0,4
217228.125,236848.65625,293564.59375,293362.90625,204397.59375,221253.9375,218333.28125,217308.140625,27494.0,1.0,4
217107.25,236718.578125,293395.90625,293291.03125,204238.890625,220942.625,218232.421875,217149.625,27495.0,1.0,4
217076.046875,236682.453125,293279.75,293269.28125,204175.859375,220841.140625,218191.296875,217070.3125,27496.0,1.0,4
217181.359375,236793.3125,293379.71875,293327.6875,204300.671875,221097.46875,218271.59375,217185.828125,27497.0,1.0,4
217267.375,236890.328125,293540.90625,293375.15625,204430.40625,221344.15625,218352.0625,217325.03125,27498.0,1.0,4
217224.28125,236846.34375,293545.84375,293350.9375,204396.078125,221248.390625,218327.640625,217304.46875,27499.0,1.0,4
217102.59375,236713.296875,293375.96875,293280.90625,204240.328125,220939.765625,218226.703125,217149.359375,27500.0,1.0,4
217066.734375,236673.328125,293256.5,293257.9375,204176.125,220838.203125,218182.1875,217068.703125,27501.0,1.0,4
217171.265625,236787.6875,293353.15625,293318.90625,204299.953125,221090.765625,218256.75,217182.4375,27502.0,1.0,4
217264.875,236894.265625,293519.625,293375.15625,204436.390625,221344.78125,218341.59375,217328.796875,27503.0,1.0,4
217210.515625,236840.171875,293517.59375,293341.0,204390.0,221244.109375,218311.640625,217301.875,27504.0,1.0,4
217092.765625,236709.71875,293351.5625,293271.34375,204236.125,220940.390625,218219.640625,217147.921875,27505.0,1.0,4
217061.640625,236674.5,293238.28125,293250.0625,204175.953125,220841.6875,218185.046875,217068.890625,27506.0,1.0,4
217168.046875,236790.09375,293343.59375,293311.75,204304.4375,221098.375,218266.9375,217183.5,27507.0,1.0,4
217260.046875,236891.3125,293510.6875,293362.8125,204438.71875,221349.96875,218347.40625,217325.21875,27508.0,1.0,4
217212.390625,236839.90625,293511.6875,293332.15625,204396.875,221251.703125,218319.875,217302.78125,27509.0,1.0,4
217095.4375,236711.15625,293347.96875,293262.15625,204241.84375,220943.78125,218226.34375,217149.359375,27510.0,1.0,4
217062.71875,236674.671875,293239.15625,293241.59375,204178.546875,220842.484375,218193.09375,217072.828125,27511.0,1.0,4
217169.203125,236789.5625,293341.8125,293303.53125,204303.171875,221098.1875,218272.484375,217185.921875,27512.0,1.0,4
217263.4375,236892.46875,293511.5,293358.78125,204435.953125,221350.765625,218350.53125,217328.796875,27513.0,1.0,4
217222.484375,236847.046875,293519.1875,293333.125,204398.484375,221259.390625,218328.546875,217310.640625,27514.0,1.0,4
217103.578125,236713.390625,293349.9375,293262.84375,204240.953125,220948.703125,218230.734375,217155.796875,27515.0,1.0,4
217068.984375,236672.34375,293233.0,293239.78125,204176.125,220839.453125,218188.890625,217076.046875,27516.0,1.0,4
217171.703125,236784.5625,293333.3125,293298.53125,204299.0625,221091.125,218265.328125,217189.671875,27517.0,1.0,4
217267.640625,236890.0625,293503.71875,293354.5,204436.9375,221346.125,218352.953125,217339.25,27518.0,1.0,4
217223.109375,236842.765625,293506.40625,293327.15625,204398.3125,221252.953125,218330.15625,217318.515625,27519.0,1.0,4
217105.71875,236712.40625,293341.09375,293255.875,204242.375,220947.1875,218238.234375,217161.78125,27520.0,1.0,4
217074.25,236673.78125,293225.5,293232.90625,204174.34375,220835.96875,218195.765625,217079.34375,27521.0,1.0,4
217173.21875,236780.625,293318.28125,293287.625,204290.390625,221082.015625,218264.609375,217182.609375,27522.0,1.0,4
217270.671875,236888.0,293488.0625,293346.0,204429.328125,221342.09375,218347.765625,217328.078125,27523.0,1.0,4
217234.109375,236851.515625,293502.125,293327.0625,204400.90625,221260.015625,218331.9375,217315.65625,27524.0,1.0,4
217115.296875,236722.78125,293336.875,293254.625,204244.96875,220954.78125,218237.171875,217157.75,27525.0,1.0,4
217078.8125,236682.453125,293219.40625,293227.53125,204178.453125,220845.34375,218197.5625,217075.5,27526.0,1.0,4
217180.109375,236792.25,293316.6875,293285.3125,204299.953125,221093.984375,218271.953125,217186.640625,27527.0,1.0,4
217278.453125,236898.546875,293487.90625,293342.15625,204439.96875,221352.90625,218355.984375,217333.0,27528.0,1.0,4
217242.96875,236859.5625,293498.09375,293321.59375,204409.75,221270.203125,218335.875,217317.53125,27529.0,1.0,4
217125.84375,236731.625,293332.25,293249.625,204252.484375,220961.578125,218240.828125,217160.625,27530.0,1.0,4
217092.765625,236689.96875,293214.84375,293224.0625,204183.109375,220849.015625,218199.53125,217075.953125,27531.0,1.0,4
217199.78125,236801.984375,293313.09375,293284.59375,204303.359375,221097.5625,218271.140625,217185.296875,27532.0,1.0,4
217300.8125,236911.15625,293488.0625,293345.90625,204443.015625,221356.578125,218356.53125,217334.0625,27533.0,1.0,4
217268.359375,236870.75,293502.375,293326.34375,204412.4375,221273.25,218337.75,217317.796875,27534.0,1.0,4
217158.5625,236747.359375,293341.1875,293258.84375,204260.625,220966.9375,218242.984375,217164.015625,27535.0,1.0,4
217127.625,236709.1875,293226.03125,293238.4375,204192.578125,220851.875,218203.46875,217079.609375,27536.0,1.0,4
217234.375,236817.734375,293320.34375,293300.0625,204312.75,221099.265625,218277.84375,217186.546875,27537.0,1.0,4
217334.609375,236927.15625,293492.1875,293361.21875,204455.265625,221365.703125,218365.109375,217333.0,27538.0,1.0,4
217299.640625,236889.078125,293508.1875,293342.78125,204427.359375,221288.359375,218345.796875,217321.375,27539.0,1.0,4
217181.09375,236760.234375,293343.9375,293269.46875,204270.90625,220978.03125,218243.875,217165.796875,27540.0,1.0,4
217141.3125,236715.171875,293223.96875,293241.59375,204198.3125,220858.9375,218196.21875,217080.421875,27541.0,1.0,4
217239.203125,236819.421875,293314.90625,293298.0,204313.375,221100.0625,218266.40625,217183.0625,27542.0,1.0,4
217334.96875,236927.515625,293486.90625,293356.28125,204455.34375,221362.921875,218356.53125,217333.53125,27543.0,1.0,4
217295.53125,236888.265625,293500.78125,293333.9375,204425.40625,221283.078125,218337.75,217323.15625,27544.0,1.0,4
217177.15625,236759.34375,293336.625,293261.15625,204271.96875,220976.78125,218240.828125,217169.015625,27545.0,1.0,4
217142.203125,236718.75,293222.625,293238.53125,204207.78125,220864.21875,218207.21875,217088.828125,27546.0,1.0,4
217236.703125,236819.78125,293310.59375,293290.5625,204319.546875,221101.59375,218274.546875,217188.0625,27547.0,1.0,4
217328.53125,236921.0,293474.5625,293342.625,204455.265625,221361.140625,218355.8125,217329.859375,27548.0,1.0,4
217287.578125,236879.421875,293487.4375,293319.09375,204426.46875,221281.65625,218333.8125,217315.5625,27549.0,1.0,4
217168.3125,236752.546875,293326.96875,293247.3125,204272.953125,220974.984375,218237.96875,217162.3125,27550.0,1.0,4
217131.921875,236710.625,293209.5625,293225.5,204204.65625,220860.546875,218199.4375,217080.875,27551.0,1.0,4
217228.65625,236813.703125,293295.9375,293280.21875,204318.296875,221098.90625,218271.40625,217183.78125,27552.0,1.0,4
217325.578125,236922.515625,293467.0625,293337.0625,204461.703125,221363.546875,218361.625,217332.1875,27553.0,1.0,4
217293.03125,236889.515625,293490.3125,293322.21875,204440.421875,221293.015625,218352.140625,217329.0625,27554.0,1.0,4
217163.125,236750.9375,293318.75,293242.90625,204276.0,220978.125,218248.34375,217165.265625,27555.0,1.0,4
217119.046875,236703.734375,293195.625,293216.53125,204202.78125,220857.953125,218209.359375,217079.34375,27556.0,1.0,4
217216.859375,236811.109375,293286.71875,293273.78125,204319.984375,221099.4375,218285.09375,217187.703125,27557.0,1.0,4
217305.09375,236911.515625,293451.15625,293327.0625,204457.140625,221357.46875,218367.25,217333.078125,27558.0,1.0,4
217263.4375,236867.34375,293464.5625,293302.375,204427.640625,221279.515625,218344.1875,217320.484375,27559.0,1.0,4
217146.5,236737.078125,293301.3125,293228.53125,204270.640625,220967.921875,218242.171875,217163.03125,27560.0,1.0,4
217107.59375,236690.765625,293179.25,293201.875,204196.78125,220845.4375,218197.5625,217073.71875,27561.0,1.0,4
217205.234375,236799.125,293270.46875,293258.125,204311.859375,221085.5,218269.796875,217179.21875,27562.0,1.0,4
217303.578125,236912.234375,293446.0625,293320.625,204456.875,221353.53125,218361.796875,217333.4375,27563.0,1.0,4
217260.046875,236868.953125,293455.96875,293293.875,204425.484375,221274.234375,218338.375,217316.09375,27564.0,1.0,4
217144.796875,236744.40625,293299.6875,293226.90625,204273.578125,220972.3125,218245.484375,217166.34375,27565.0,1.0,4
217096.25,236692.828125,293172.03125,293193.21875,204194.015625,220844.28125,218201.578125,217074.515625,27566.0,1.0,4
217197.09375,236802.796875,293266.78125,293252.3125,204313.015625,221088.171875,218280.703125,217182.171875,27567.0,1.0,4
217293.75,236910.265625,293436.65625,293309.09375,204452.40625,221351.484375,218359.484375,217330.765625,27568.0,1.0,4
217254.046875,236870.828125,293447.3125,293282.4375,204423.796875,221276.375,218336.140625,217317.34375,27569.0,1.0,4
217138.625,236744.40625,293291.375,293213.6875,204274.75,220974.625,218245.65625,217168.125,27570.0,1.0,4
217102.6875,236701.5,293171.40625,293190.625,204202.6875,220852.59375,218203.546875,217080.875,27571.0,1.0,4
217199.328125,236804.9375,293255.875,293244.0,204312.75,221087.90625,218271.40625,217179.484375,27572.0,1.0,4
217292.046875,236909.09375,293422.375,293296.03125,204448.28125,221349.25,218348.484375,217323.703125,27573.0,1.0,4
217249.9375,236864.21875,293432.65625,293268.84375,204415.390625,221271.1875,218325.0625,217307.609375,27574.0,1.0,4
217131.828125,236733.234375,293273.9375,293198.65625,204261.0625,220966.5,218232.609375,217159.71875,27575.0,1.0,4
217092.578125,236690.046875,293153.34375,293175.875,204190.4375,220844.1875,218198.1875,217075.859375,27576.0,1.0,4
217189.671875,236793.765625,293239.78125,293232.625,204307.203125,221082.28125,218267.484375,217177.515625,27577.0,1.0,4
217285.078125,236899.796875,293407.6875,293288.0625,204448.109375,221349.25,218350.171875,217326.015625,27578.0,1.0,4
217245.828125,236864.125,293425.75,293265.71875,204423.796875,221284.6875,218337.65625,217319.9375,27579.0,1.0,4
217127.0,236734.484375,293266.4375,293193.5625,204268.125,220977.578125,218243.15625,217167.5,27580.0,1.0,4
217088.5625,236689.15625,293146.375,293169.6875,204196.96875,220854.109375,218203.90625,217079.078125,27581.0,1.0,4
217184.578125,236791.265625,293232.46875,293226.125,204312.296875,221088.890625,218276.421875,217180.5625,27582.0,1.0,4
217281.5,236898.90625,293405.0,293282.875,204454.015625,221355.5,218360.90625,217329.859375,27583.0,1.0,4
217249.125,236863.59375,293421.375,293261.6875,204429.78125,221288.546875,218343.828125,217318.953125,27584.0,1.0,4
217135.859375,236740.390625,293263.9375,293194.0,204276.265625,220985.359375,218251.296875,217167.140625,27585.0,1.0,4
217089.0,236689.96875,293135.46875,293163.34375,204194.8125,220852.59375,218203.90625,217072.734375,27586.0,1.0,4
217188.953125,236796.984375,293224.0625,293223.53125,204309.4375,221090.5,218278.828125,217177.609375,27587.0,1.0,4
217289.90625,236908.75,293401.25,293283.875,204454.359375,221362.203125,218365.734375,217330.765625,27588.0,1.0,4
217251.71875,236868.953125,293418.25,293259.09375,204425.84375,221290.859375,218344.8125,217321.546875,27589.0,1.0,4
217130.75,236739.5,293255.53125,293184.90625,204267.78125,220983.296875,218246.28125,217165.171875,27590.0,1.0,4
217082.203125,236687.90625,293124.28125,293153.5,204188.46875,220849.90625,218194.796875,217069.609375,27591.0,1.0,4
217176.09375,236789.109375,293208.3125,293208.78125,204299.78125,221078.703125,218262.015625,217168.75,27592.0,1.0,4
